bot_port,stage,frame,p2Xcoord,p2Ycoord,p1Xcoord,p1Ycoord,p2_action,p1_action,p2_action_frame,p1_action_frame,p2_jumps_left,p1_Jumps_Left,p2_stock,p1_stock,p2_percent,p1_percent,p1jsX,p1jsY,p1csX,p1csY,p2jsX,p2jsY,p2csX,p2csY,p1A,p1B,p1X,p1Y,p1Z,p1Ldig,p1Rdig,p1Lan,p1Ran,p2A,p2B,p2X,p2Y,p2Z,p2Ldig,p2Rdig,p2Lan,p2Ran,p1_facing,p1_hitbox_1_size,p1_hitbox_1_status,p1_hitbox_1_x,p1_hitbox_1_y,p1_hitbox_2_size,p1_hitbox_2_status,p1_hitbox_2_x,p1_hitbox_2_y,p1_hitbox_3_size,p1_hitbox_3_status,p1_hitbox_3_x,p1_hitbox_3_y,p1_hitbox_4_size,p1_hitbox_4_status,p1_hitbox_4_x,p1_hitbox_4_y,p1_hitlag,p1_hitstun_frames_left,p1_iasa,p1_invulnerability_left,p1_invulnerable,p1_jumps_left,p1_moonwalkwarning,p1_off_stage,p1_on_ground,p1_prev_action,p1_shield_strength,p1_speed_air_x_self,p1_speed_ground_x_self,p1_speed_x_attack,p1_speed_y_attack,p1_speed_y_self,p2_facing,p2_hitbox_1_size,p2_hitbox_1_status,p2_hitbox_1_x,p2_hitbox_1_y,p2_hitbox_2_size,p2_hitbox_2_status,p2_hitbox_2_x,p2_hitbox_2_y,p2_hitbox_3_size,p2_hitbox_3_status,p2_hitbox_3_x,p2_hitbox_3_y,p2_hitbox_4_size,p2_hitbox_4_status,p2_hitbox_4_x,p2_hitbox_4_y,p2_hitlag,p2_hitstun_frames_left,p2_iasa,p2_invulnerability_left,p2_invulnerable,p2_moonwalkwarning,p2_off_stage,p2_on_ground,p2_prev_action,p2_shield_strength,p2_speed_air_x_self,p2_speed_ground_x_self,p2_speed_x_attack,p2_speed_y_attack,p2_speed_y_self,projectiles
None,BATTLEFIELD,367,60.97087097167969,9.999999747378752e-05,44.59495162963867,65.97608184814453,191,27,10,19,1,0,4,4,27,0,0.6500000059604645,0.9749999940395355,0.5,0.5,0.0062499940395355225,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,False,0,False,0,False,False,False,65535,60.0,-0.31999996304512024,0.0,0.0,0.0,0.623999297618866,False,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,False,0,False,False,False,False,65535,60.0,0.0,0.0,0.0,0.0,0.0,[]
None,BATTLEFIELD,368,60.97087097167969,9.999999747378752e-05,44.318077087402344,66.43008422851562,191,27,11,20,1,0,4,4,27,0,0.7312500029802322,0.9375,0.5,0.5,0.0062499940395355225,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,False,0,False,0,False,False,False,65535,60.0,-0.27687495946884155,0.0,0.0,0.0,0.45399928092956543,False,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,False,0,False,False,False,False,65535,60.0,0.0,0.0,0.0,0.0,0.0,[]
None,BATTLEFIELD,369,60.97087097167969,9.999999747378752e-05,44.091827392578125,66.71408081054688,191,27,12,21,1,0,4,4,27,0,0.8062500059604645,0.887499988079071,0.5,0.5,0.0062499940395355225,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,False,0,False,0,False,False,False,65535,60.0,-0.22624996304512024,0.0,0.0,0.0,0.2839992642402649,False,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,False,0,False,False,False,False,65535,60.0,0.0,0.0,0.0,0.0,0.0,[]
None,BATTLEFIELD,370,60.97087097167969,9.999999747378752e-05,43.92557907104492,66.82807922363281,191,27,13,22,1,0,4,4,27,0,0.9000000059604645,0.793749988079071,0.5,0.5,0.0062499940395355225,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,False,0,False,0,False,False,False,65535,60.0,-0.16624996066093445,0.0,0.0,0.0,0.11399926245212555,False,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,False,0,False,False,False,False,65535,60.0,0.0,0.0,0.0,0.0,0.0,[]
None,BATTLEFIELD,371,60.97087097167969,9.999999747378752e-05,43.8243293762207,66.77207946777344,191,27,14,23,1,0,4,4,27,0,0.949999988079071,0.2874999940395355,0.5,0.5,0.0062499940395355225,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,False,0,False,0,False,False,False,65535,60.0,-0.10124996304512024,0.0,0.0,0.0,-0.056000739336013794,False,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,False,0,False,False,False,False,65535,60.0,0.0,0.0,0.0,0.0,0.0,[]
None,BATTLEFIELD,372,60.97087097167969,9.999999747378752e-05,43.77495574951172,63.27207946777344,191,27,15,24,1,0,4,4,27,0,0.8187499940395355,0.125,0.5,0.5,0.0062499940395355225,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,False,0,False,0,False,False,False,65535,60.0,-0.04937496408820152,0.0,0.0,0.0,-3.5,False,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,False,0,False,False,False,False,65535,60.0,0.0,0.0,0.0,0.0,0.0,[]
None,BATTLEFIELD,373,60.97087097167969,9.999999747378752e-05,43.76683044433594,59.77207946777344,191,27,16,25,1,0,4,4,27,0,0.7125000059604645,0.050000011920928955,0.5,0.5,0.0062499940395355225,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,False,0,False,0,False,False,False,65535,60.0,-0.00812496617436409,0.0,0.0,0.0,-3.5,False,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,False,0,False,False,False,False,65535,60.0,0.0,0.0,0.0,0.0,0.0,[]
None,BATTLEFIELD,374,60.97087097167969,9.999999747378752e-05,43.76683044433594,56.27207946777344,191,27,17,26,1,0,4,4,27,0,0.5,0.0062499940395355225,0.5,0.5,0.0062499940395355225,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,False,0,False,0,False,False,False,65535,60.0,0.0,0.0,0.0,0.0,-3.5,False,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,False,0,False,False,False,False,65535,60.0,0.0,0.0,0.0,0.0,0.0,[]
None,BATTLEFIELD,375,60.97087097167969,9.999999747378752e-05,43.71308135986328,52.77207946777344,191,27,18,27,1,0,4,4,27,0,0.16249999403953552,0.13749998807907104,0.5,0.5,0.0062499940395355225,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,False,0,False,0,False,False,False,65535,60.0,-0.05375000089406967,0.0,0.0,0.0,-3.5,False,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,False,0,False,False,False,False,65535,60.0,0.0,0.0,0.0,0.0,0.0,[]
None,BATTLEFIELD,376,60.97087097167969,9.999999747378752e-05,43.601829528808594,49.27207946777344,191,27,19,28,1,0,4,4,27,0,0.125,0.17500001192092896,0.5,0.5,0.0062499940395355225,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,False,0,False,0,False,False,False,65535,60.0,-0.11124999821186066,0.0,0.0,0.0,-3.5,False,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,False,0,False,False,False,False,65535,60.0,0.0,0.0,0.0,0.0,0.0,[]
None,BATTLEFIELD,377,60.97087097167969,9.999999747378752e-05,43.42745590209961,45.77207946777344,191,27,20,29,1,0,4,4,27,0,0.06874999403953552,0.25,0.5,0.5,0.0062499940395355225,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,False,0,False,0,False,False,False,65535,60.0,-0.1743749976158142,0.0,0.0,0.0,-3.5,False,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,False,0,False,False,False,False,65535,60.0,0.0,0.0,0.0,0.0,0.0,[]
None,BATTLEFIELD,378,60.97087097167969,9.999999747378752e-05,43.18558120727539,42.27207946777344,191,27,21,30,1,0,4,4,27,0,0.025000005960464478,0.5,0.5,0.5,0.0062499940395355225,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,False,0,False,0,False,False,False,65535,60.0,-0.24187499284744263,0.0,0.0,0.0,-3.5,False,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,False,0,False,False,False,False,65535,60.0,0.0,0.0,0.0,0.0,0.0,[]
None,BATTLEFIELD,379,60.97087097167969,9.999999747378752e-05,42.874332427978516,38.77207946777344,191,27,22,31,1,0,4,4,27,0,0.0062499940395355225,0.5,0.5,0.5,0.0062499940395355225,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,False,0,False,0,False,False,False,65535,60.0,-0.3112500011920929,0.0,0.0,0.0,-3.5,False,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,False,0,False,False,False,False,65535,60.0,0.0,0.0,0.0,0.0,0.0,[]
None,BATTLEFIELD,380,60.97087097167969,9.999999747378752e-05,42.49620819091797,35.27207946777344,191,27,23,32,2,0,4,4,27,0,0.03125,0.6624999940395355,0.5,0.5,0.0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,False,0,False,0,False,False,False,65535,60.0,-0.37812501192092896,0.0,0.0,0.0,-3.5,False,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,False,0,False,False,False,True,65535,60.0,0.0,0.0,0.0,0.0,0.0,[]
None,BATTLEFIELD,381,60.97087097167969,9.999999747378752e-05,42.052459716796875,31.772079467773438,191,27,24,33,2,0,4,4,27,0,0.043749988079071045,0.6937499940395355,0.5,0.5,0.0062499940395355225,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,False,0,False,0,False,False,False,65535,60.0,-0.4437500238418579,0.0,0.0,0.0,-3.5,False,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,False,0,False,False,False,True,65535,60.0,0.0,0.0,0.0,0.0,0.0,[]
None,BATTLEFIELD,382,60.97087097167969,9.999999747378752e-05,41.544334411621094,28.272079467773438,191,27,25,34,2,0,4,4,27,0,0.05625000596046448,0.7249999940395355,0.5,0.5,0.3187499940395355,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,False,0,False,0,False,False,False,65535,60.0,-0.5081250071525574,0.0,0.0,0.0,-3.5,False,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,False,0,False,False,False,True,65535,60.0,0.0,0.0,0.0,0.0,0.0,[]
None,BATTLEFIELD,383,60.97087097167969,9.999999747378752e-05,40.97370910644531,24.772079467773438,191,27,26,35,2,0,4,4,27,0,0.07499998807907104,0.7562499940395355,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,False,0,False,0,False,False,False,65535,60.0,-0.5706250071525574,0.0,0.0,0.0,-3.5,False,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,False,0,False,False,False,True,65535,60.0,0.0,0.0,0.0,0.0,0.0,[]
None,BATTLEFIELD,384,60.97087097167969,9.999999747378752e-05,40.34246063232422,21.272079467773438,192,27,1,36,2,0,4,4,27,0,0.09375,0.78125,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,False,0,False,0,False,False,False,65535,60.0,-0.6312500238418579,0.0,0.0,0.0,-3.5,False,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,220,False,0,False,False,False,True,65535,60.0,0.0,0.0,0.0,0.0,0.0,[]
None,BATTLEFIELD,385,62.28866958618164,9.999999747378752e-05,39.67845916748047,27.20009994506836,197,42,1,1,2,2,4,4,27,0,0.09999999403953552,0.793749988079071,0.5,0.5,0.793749988079071,0.28125,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,False,0,False,2,False,False,True,65535,60.0,-0.6639999747276306,-0.6639999747276306,0.0,0.0,-3.5,False,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,219,False,0,True,False,False,True,65535,60.0,1.3177999258041382,1.3177999258041382,0.0,0.0,0.0,[]
None,BATTLEFIELD,386,63.77482223510742,9.999999747378752e-05,39.094459533691406,27.20009994506836,197,42,2,2,2,2,4,4,27,0,0.09999999403953552,0.793749988079071,0.5,0.5,0.9437499940395355,0.2750000059604645,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,False,0,False,2,False,False,True,65535,60.0,-0.5839999318122864,-0.5839999914169312,0.0,0.0,0.0,False,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,219,False,0,True,False,False,True,65535,60.0,1.4861539602279663,1.4861539602279663,0.0,0.0,0.0,[]
None,BATTLEFIELD,387,65.32051086425781,9.999999747378752e-05,38.590457916259766,27.20009994506836,197,42,3,3,2,2,4,4,27,0,0.10624998807907104,0.800000011920929,0.5,0.5,0.96875,0.34375,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,False,0,False,2,False,False,True,65535,60.0,-0.5039999485015869,-0.5040000081062317,0.0,0.0,0.0,False,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,219,False,0,True,False,False,True,65535,60.0,1.5456912517547607,1.5456912517547607,0.0,0.0,0.0,[]
None,BATTLEFIELD,388,66.81692504882812,9.999999747378752e-05,38.16645812988281,27.20009994506836,197,42,4,4,2,2,4,4,27,0,0.10624998807907104,0.800000011920929,0.5,0.5,0.987500011920929,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,False,0,False,2,False,False,True,65535,60.0,-0.42399996519088745,-0.4240000247955322,0.0,0.0,0.0,False,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,219,False,0,True,False,False,True,65535,60.0,1.496413230895996,1.496413230895996,0.0,0.0,0.0,[]
None,BATTLEFIELD,389,68.15524291992188,9.999999747378752e-05,37.82245635986328,27.20009994506836,197,178,5,-1,2,2,4,4,27,0,0.09375,0.78125,0.5,0.5,0.9937500059604645,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,0,False,0,False,2,False,False,True,65535,60.0,-0.3440000116825104,-0.34400004148483276,0.0,0.0,0.0,False,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,219,False,0,True,False,False,True,65535,60.0,1.3383169174194336,1.3383169174194336,0.0,0.0,0.0,[]
None,BATTLEFIELD,390,68.4000015258789,0.0,37.55845642089844,27.20009994506836,197,178,6,-1,2,2,4,4,27,0,0.050000011920928955,0.7062499970197678,0.5,0.5,0.9937500059604645,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,1,False,0,False,2,False,False,True,65535,59.82857131958008,-0.2640000283718109,-0.2640000581741333,0.0,0.0,0.0,False,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,219,False,0,True,False,False,True,65535,60.0,1.2430014610290527,1.2430014610290527,0.0,0.0,0.0,[]
None,BATTLEFIELD,391,68.4000015258789,0.0,37.374454498291016,27.20009994506836,197,178,7,-1,2,2,4,4,27,0,0.0062499940395355225,0.5,0.5,0.5,0.9937500059604645,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,2,False,0,False,2,False,False,True,65535,59.657142639160156,-0.18400004506111145,-0.18400005996227264,0.0,0.0,0.0,False,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,219,False,0,True,False,False,True,65535,60.0,1.2808027267456055,1.2808027267456055,0.0,0.0,0.0,[]
None,BATTLEFIELD,392,68.4000015258789,0.0,37.13357925415039,26.530099868774414,197,244,8,0,2,1,4,4,27,0,0.13124999403953552,0.16874998807907104,0.5,0.5,0.9937500059604645,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,3,False,0,False,1,False,False,False,65535,59.55299758911133,-0.24087505042552948,0.0,0.0,0.0,-0.6700000166893005,False,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,219,False,0,True,False,False,True,65535,60.0,1.3152942657470703,1.3152942657470703,0.0,0.0,0.0,[]
None,BATTLEFIELD,393,68.4000015258789,0.0,36.837703704833984,25.690099716186523,197,244,9,1,2,1,4,4,27,0,0.15000000596046448,0.15000000596046448,0.5,0.5,0.925000011920929,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,3,False,0,False,1,False,False,False,65535,59.62299728393555,-0.29587504267692566,0.0,0.0,0.0,-0.8400000333786011,False,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,219,False,0,True,False,False,True,65535,60.0,1.3464736938476562,1.3464736938476562,0.0,0.0,0.0,[]
None,BATTLEFIELD,394,68.4000015258789,0.0,36.494327545166016,24.680099487304688,197,244,10,2,2,1,4,4,27,0,0.22499999403953552,0.08750000596046448,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,3,False,0,False,1,False,False,False,65535,59.692996978759766,-0.343375027179718,0.0,0.0,0.0,-1.0099999904632568,False,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,219,False,0,True,False,False,True,65535,60.0,1.3743438720703125,1.3743438720703125,0.0,0.0,0.0,[]
None,BATTLEFIELD,395,68.4000015258789,0.0,36.17095184326172,23.500099182128906,197,244,11,3,2,1,4,4,27,0,0.5,0.025000005960464478,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,3,False,0,False,1,False,False,False,65535,59.762996673583984,-0.32337501645088196,0.0,0.0,0.0,-1.1799999475479126,False,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,219,False,0,True,False,False,True,65535,60.0,1.3989028930664062,1.3989028930664062,0.0,0.0,0.0,[]
None,BATTLEFIELD,396,68.4000015258789,0.0,35.867576599121094,22.15009880065918,197,244,12,4,2,1,4,4,27,0,0.5,0.0062499940395355225,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,3,False,0,False,1,False,False,False,65535,59.8329963684082,-0.3033750057220459,0.0,0.0,0.0,-1.3499999046325684,False,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,219,False,0,True,False,False,True,65535,60.0,1.4201526641845703,1.4201526641845703,0.0,0.0,0.0,[]
None,BATTLEFIELD,397,68.4000015258789,0.0,35.60295104980469,20.630098342895508,197,244,13,5,2,1,4,4,27,0,0.6875,0.043749988079071045,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,3,False,0,False,1,False,False,False,65535,59.90299606323242,-0.26462501287460327,0.0,0.0,0.0,-1.5199998617172241,False,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,219,False,0,True,False,False,True,65535,60.0,1.4380874633789062,1.4380874633789062,0.0,0.0,0.0,[]
None,BATTLEFIELD,398,68.4000015258789,0.0,35.39207458496094,18.94009780883789,197,244,14,6,2,1,4,4,27,0,0.8375000059604645,0.13749998807907104,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,3,False,0,False,1,False,False,False,65535,59.97299575805664,-0.210875004529953,0.0,0.0,0.0,-1.6899998188018799,False,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,219,False,0,True,False,False,True,65535,60.0,1.4527206420898438,1.4527206420898438,0.0,0.0,0.0,[]
None,BATTLEFIELD,399,68.4000015258789,0.0,35.24307632446289,17.080097198486328,197,244,15,7,2,1,4,4,27,0,0.918749988079071,0.23750001192092896,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,3,False,0,False,1,False,False,False,65535,60.0,-0.14900000393390656,0.0,0.0,0.0,-1.8599997758865356,False,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,219,False,0,True,False,False,True,65535,60.0,1.464040756225586,1.464040756225586,0.0,0.0,0.0,[]
None,BATTLEFIELD,400,68.4000015258789,0.0,35.137203216552734,15.050097465515137,197,244,16,8,2,1,4,4,27,0,0.7312500029802322,0.3375000059604645,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,3,False,0,False,1,False,False,False,65535,60.0,-0.10587500035762787,0.0,0.0,0.0,-2.0299997329711914,False,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,219,False,0,True,False,False,True,65535,60.0,1.4720497131347656,1.4720497131347656,0.0,0.0,0.0,[]
None,BATTLEFIELD,401,68.4000015258789,0.0,35.051326751708984,12.85009765625,197,244,17,9,2,1,4,4,27,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,3,False,0,False,1,False,False,False,65535,60.0,-0.085875004529953,0.0,0.0,0.0,-2.1999998092651367,False,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,219,False,0,True,False,False,True,65535,60.0,1.476736068725586,1.476736068725586,0.0,0.0,0.0,[]
None,BATTLEFIELD,402,68.4000015258789,0.0,34.985450744628906,10.480097770690918,197,244,18,10,2,1,4,4,27,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,3,False,0,False,1,False,False,False,65535,60.0,-0.06587500870227814,0.0,0.0,0.0,-2.369999885559082,False,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,219,False,0,True,False,False,True,65535,60.0,1.4781360626220703,1.4781360626220703,0.0,0.0,0.0,[]
None,BATTLEFIELD,403,68.4000015258789,0.0,34.9395751953125,7.940097808837891,197,65,19,1,2,1,4,4,27,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,3,0,0,False,1,False,False,False,65535,60.0,-0.04587500914931297,0.0,0.0,0.0,-2.5399999618530273,False,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,219,False,0,True,False,False,True,65535,60.0,1.4554862976074219,1.4554862976074219,0.0,0.0,0.0,[]
None,BATTLEFIELD,404,68.4000015258789,0.0,34.913700103759766,5.230097770690918,197,65,20,2,2,1,4,4,27,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,3,0,0,False,1,False,False,False,65535,60.0,-0.02587500959634781,0.0,0.0,0.0,-2.7100000381469727,False,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,219,False,0,True,False,False,True,65535,60.0,1.4175910949707031,1.4175910949707031,0.0,0.0,0.0,[]
None,BATTLEFIELD,405,68.4000015258789,0.0,34.9078254699707,2.35009765625,197,65,21,3,2,1,4,4,27,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,3,0,0,False,1,False,False,False,65535,60.0,-0.005875010043382645,0.0,0.0,0.0,-2.880000114440918,False,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,219,False,0,True,False,False,True,65535,60.0,1.389556884765625,1.389556884765625,0.0,0.0,0.0,[]
None,BATTLEFIELD,406,68.4000015258789,0.0,34.9078254699707,-0.6999025344848633,197,65,22,4,2,1,4,4,27,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,3,0,0,False,1,False,False,False,65535,60.0,0.0,0.0,0.0,0.0,-3.0500001907348633,False,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,False,219,False,0,True,False,False,True,65535,60.0,1.3713874816894531,1.3713874816894531,0.0,0.0,0.0,[]
